2026-04-09  13:26:53.261 | error | 3gh5nsh7124c0r | worker exited with exit code 1
2026-04-09  13:21:19.657 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/transformers/modeling_utils.py", line 5048, in from_pretrained\n
2026-04-09  13:21:19.657 | info | 1qm5dyvtcxxqzt |            ^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:21:19.657 | info | 1qm5dyvtcxxqzt |     return func(*args, **kwargs)\n
2026-04-09  13:21:19.657 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/transformers/modeling_utils.py", line 277, in _wrapper\n
2026-04-09  13:21:19.657 | info | 1qm5dyvtcxxqzt |             ^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:21:19.657 | info | 1qm5dyvtcxxqzt |     model = super().from_pretrained(\n
2026-04-09  13:21:19.657 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/qwen_tts/core/models/modeling_qwen3_tts.py", line 1876, in from_pretrained\n
2026-04-09  13:21:19.657 | info | 1qm5dyvtcxxqzt |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:21:19.657 | info | 1qm5dyvtcxxqzt |     return model_class.from_pretrained(\n
2026-04-09  13:21:19.657 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/transformers/models/auto/auto_factory.py", line 604, in from_pretrained\n
2026-04-09  13:21:19.657 | info | 1qm5dyvtcxxqzt |             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:21:19.657 | info | 1qm5dyvtcxxqzt |     model = AutoModel.from_pretrained(pretrained_model_name_or_path, **kwargs)\n
2026-04-09  13:21:19.657 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/qwen_tts/inference/qwen3_tts_model.py", line 112, in from_pretrained\n
2026-04-09  13:21:19.657 | info | 1qm5dyvtcxxqzt |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:21:19.657 | info | 1qm5dyvtcxxqzt |     _model = Qwen3TTSModel.from_pretrained(\n
2026-04-09  13:21:19.657 | info | 1qm5dyvtcxxqzt |   File "/app/model.py", line 21, in load_models\n
2026-04-09  13:21:19.657 | info | 1qm5dyvtcxxqzt |     load_models()\n
2026-04-09  13:21:19.657 | info | 1qm5dyvtcxxqzt |   File "/app/handler.py", line 42, in <module>\n
2026-04-09  13:21:18.870 | info | 1qm5dyvtcxxqzt | Traceback (most recent call last):\n
2026-04-09  13:21:18.870 | info | 1qm5dyvtcxxqzt | configuration_qwen3_tts.py:435  2026-04-09 07:51:18,672 code_predictor_config is None. Initializing code_predictor model with default values\n
2026-04-09  13:21:18.870 | info | 1qm5dyvtcxxqzt | configuration_qwen3_tts.py:435  2026-04-09 07:51:18,672 code_predictor_config is None. Initializing code_predictor model with default values\n
2026-04-09  13:21:18.870 | info | 1qm5dyvtcxxqzt | configuration_qwen3_tts.py:486  2026-04-09 07:51:18,672 speaker_encoder_config is None. Initializing talker model with default values\n
2026-04-09  13:21:18.870 | info | 1qm5dyvtcxxqzt | configuration_qwen3_tts.py:483  2026-04-09 07:51:18,672 talker_config is None. Initializing talker model with default values\n
2026-04-09  13:21:18.671 | info | 1qm5dyvtcxxqzt | configuration_qwen3_tts.py:486  2026-04-09 07:51:18,671 speaker_encoder_config is None. Initializing talker model with default values\n
2026-04-09  13:21:18.501 | info | 1qm5dyvtcxxqzt | [Qwen3-TTS] Loading VoiceDesign model...\n
2026-04-09  13:21:18.501 | info | 1qm5dyvtcxxqzt |     \n
2026-04-09  13:21:18.501 | info | 1qm5dyvtcxxqzt |     path variables.\n
2026-04-09  13:21:18.501 | info | 1qm5dyvtcxxqzt |     If you do (or think that you should) have SoX, double-check your\n
2026-04-09  13:21:18.501 | info | 1qm5dyvtcxxqzt | \n
2026-04-09  13:21:18.501 | info | 1qm5dyvtcxxqzt |      - - - http://sox.sourceforge.net/ - - -\n
2026-04-09  13:21:18.501 | info | 1qm5dyvtcxxqzt |     If you do not have SoX, proceed here:\n
2026-04-09  13:21:18.501 | info | 1qm5dyvtcxxqzt | \n
2026-04-09  13:21:18.501 | info | 1qm5dyvtcxxqzt | __init__.py         :10   2026-04-09 07:51:18,106 SoX could not be found!\n
2026-04-09  13:21:18.501 | info | 1qm5dyvtcxxqzt | /bin/sh: 1: sox: not found\n
2026-04-09  13:21:18.501 | info | 1qm5dyvtcxxqzt |  \n
2026-04-09  13:21:18.501 | info | 1qm5dyvtcxxqzt | ********\n
2026-04-09  13:21:18.501 | info | 1qm5dyvtcxxqzt | Warning: flash-attn is not installed. Will only run the manual PyTorch version. Please install flash-attn for faster inference.\n
2026-04-09  13:21:18.501 | info | 1qm5dyvtcxxqzt | ********\n
2026-04-09  13:21:18.102 | info | 1qm5dyvtcxxqzt | \n
2026-04-09  13:21:14.257 | info | 1qm5dyvtcxxqzt | [RunPod] Loading Qwen3-TTS...\n
2026-04-09  13:21:14.257 | info | 1qm5dyvtcxxqzt | \n
2026-04-09  13:21:14.257 | info | 1qm5dyvtcxxqzt | A copy of this license is made available in this container at /NGC-DL-CONTAINER-LICENSE for your convenience.\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | \n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | https://developer.nvidia.com/ngc/nvidia-deep-learning-container-license\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | By pulling and using the container, you accept the terms and conditions of this license:\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | This container image and its contents are governed by the NVIDIA Deep Learning Container License.\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | \n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | Container image Copyright (c) 2016-2023, NVIDIA CORPORATION & AFFILIATES. All rights reserved.\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | \n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | CUDA Version 12.1.1\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | \n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | ==========\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | == CUDA ==\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | ==========\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | \n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | RuntimeError: The NVIDIA driver on your system is too old (found version 12080). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver.\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |     torch._C._cuda_init()\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/torch/cuda/__init__.py", line 478, in _lazy_init\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |     _lazy_init()\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/torch/cuda/__init__.py", line 555, in cudart\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |            ^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |     return torch.cuda.cudart().cudaMemGetInfo(device)\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/torch/cuda/memory.py", line 842, in mem_get_info\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |     device_memory = torch_accelerator_module.mem_get_info(index)[0]\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/transformers/modeling_utils.py", line 6090, in caching_allocator_warmup\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |     caching_allocator_warmup(model, expanded_device_map, hf_quantizer)\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/transformers/modeling_utils.py", line 5432, in _load_pretrained_model\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |     ) = cls._load_pretrained_model(\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/transformers/modeling_utils.py", line 5048, in from_pretrained\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |            ^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |     return func(*args, **kwargs)\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/transformers/modeling_utils.py", line 277, in _wrapper\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |             ^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |     model = super().from_pretrained(\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/qwen_tts/core/models/modeling_qwen3_tts.py", line 1876, in from_pretrained\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |     return model_class.from_pretrained(\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/transformers/models/auto/auto_factory.py", line 604, in from_pretrained\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |     model = AutoModel.from_pretrained(pretrained_model_name_or_path, **kwargs)\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/qwen_tts/inference/qwen3_tts_model.py", line 112, in from_pretrained\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |     _model = Qwen3TTSModel.from_pretrained(\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |   File "/app/model.py", line 21, in load_models\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |     load_models()\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt |   File "/app/handler.py", line 42, in <module>\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | Traceback (most recent call last):\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | configuration_qwen3_tts.py:435  2026-04-09 07:51:02,280 code_predictor_config is None. Initializing code_predictor model with default values\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | configuration_qwen3_tts.py:435  2026-04-09 07:51:02,279 code_predictor_config is None. Initializing code_predictor model with default values\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | configuration_qwen3_tts.py:486  2026-04-09 07:51:02,278 speaker_encoder_config is None. Initializing talker model with default values\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | configuration_qwen3_tts.py:483  2026-04-09 07:51:02,278 talker_config is None. Initializing talker model with default values\n
2026-04-09  13:21:14.256 | info | 1qm5dyvtcxxqzt | configuration_qwen3_tts.py:486  2026-04-09 07:51:02,276 speaker_encoder_config is None. Initializing talker model with default values\n
2026-04-09  13:21:09.775 | error | 1qm5dyvtcxxqzt | worker exited with exit code 1
2026-04-09  13:20:49.932 | error | 1qm5dyvtcxxqzt | worker exited with exit code 1
2026-04-09  13:20:32.669 | error | 1qm5dyvtcxxqzt | worker exited with exit code 1
2026-04-09  13:20:15.382 | error | 1qm5dyvtcxxqzt | worker exited with exit code 1
2026-04-09  13:20:12.024 | info | 1qm5dyvtcxxqzt | RuntimeError: The NVIDIA driver on your system is too old (found version 12080). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver.\n
2026-04-09  13:20:12.024 | info | 1qm5dyvtcxxqzt |     torch._C._cuda_init()\n
2026-04-09  13:20:12.024 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/torch/cuda/__init__.py", line 478, in _lazy_init\n
2026-04-09  13:20:12.024 | info | 1qm5dyvtcxxqzt |     _lazy_init()\n
2026-04-09  13:20:12.024 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/torch/cuda/__init__.py", line 555, in cudart\n
2026-04-09  13:20:12.024 | info | 1qm5dyvtcxxqzt |            ^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:20:12.024 | info | 1qm5dyvtcxxqzt |     return torch.cuda.cudart().cudaMemGetInfo(device)\n
2026-04-09  13:20:12.024 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/torch/cuda/memory.py", line 842, in mem_get_info\n
2026-04-09  13:20:12.024 | info | 1qm5dyvtcxxqzt |                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:20:12.024 | info | 1qm5dyvtcxxqzt |     device_memory = torch_accelerator_module.mem_get_info(index)[0]\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/transformers/modeling_utils.py", line 6090, in caching_allocator_warmup\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |     caching_allocator_warmup(model, expanded_device_map, hf_quantizer)\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/transformers/modeling_utils.py", line 5432, in _load_pretrained_model\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |     ) = cls._load_pretrained_model(\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/transformers/modeling_utils.py", line 5048, in from_pretrained\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |            ^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |     return func(*args, **kwargs)\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/transformers/modeling_utils.py", line 277, in _wrapper\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |             ^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |     model = super().from_pretrained(\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/qwen_tts/core/models/modeling_qwen3_tts.py", line 1876, in from_pretrained\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |     return model_class.from_pretrained(\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/transformers/models/auto/auto_factory.py", line 604, in from_pretrained\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |     model = AutoModel.from_pretrained(pretrained_model_name_or_path, **kwargs)\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |   File "/usr/local/lib/python3.12/dist-packages/qwen_tts/inference/qwen3_tts_model.py", line 112, in from_pretrained\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |     _model = Qwen3TTSModel.from_pretrained(\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |   File "/app/model.py", line 21, in load_models\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |     load_models()\n
2026-04-09  13:20:12.023 | info | 1qm5dyvtcxxqzt |   File "/app/handler.py", line 42, in <module>\n
2026-04-09  13:20:10.259 | info | 1qm5dyvtcxxqzt | Traceback (most recent call last):\n
2026-04-09  13:20:10.259 | info | 1qm5dyvtcxxqzt | configuration_qwen3_tts.py:435  2026-04-09 07:49:50,218 code_predictor_config is None. Initializing code_predictor model with default values\n
2026-04-09  13:20:10.259 | info | 1qm5dyvtcxxqzt | configuration_qwen3_tts.py:435  2026-04-09 07:49:50,217 code_predictor_config is None. Initializing code_predictor model with default values\n
2026-04-09  13:20:10.259 | info | 1qm5dyvtcxxqzt | configuration_qwen3_tts.py:486  2026-04-09 07:49:50,216 speaker_encoder_config is None. Initializing talker model with default values\n
2026-04-09  13:20:10.259 | info | 1qm5dyvtcxxqzt | configuration_qwen3_tts.py:483  2026-04-09 07:49:50,216 talker_config is None. Initializing talker model with default values\n
2026-04-09  13:20:10.258 | info | 1qm5dyvtcxxqzt | configuration_qwen3_tts.py:486  2026-04-09 07:49:50,214 speaker_encoder_config is None. Initializing talker model with default values\n
2026-04-09  13:20:10.258 | info | 1qm5dyvtcxxqzt | [Qwen3-TTS] Loading VoiceDesign model...\n
2026-04-09  13:20:10.258 | info | 1qm5dyvtcxxqzt |     \n
2026-04-09  13:20:10.258 | info | 1qm5dyvtcxxqzt |     path variables.\n
2026-04-09  13:20:10.258 | info | 1qm5dyvtcxxqzt |     If you do (or think that you should) have SoX, double-check your\n
2026-04-09  13:20:10.258 | info | 1qm5dyvtcxxqzt | \n
2026-04-09  13:20:10.258 | info | 1qm5dyvtcxxqzt |      - - - http://sox.sourceforge.net/ - - -\n
2026-04-09  13:20:10.258 | info | 1qm5dyvtcxxqzt |     If you do not have SoX, proceed here:\n
2026-04-09  13:20:10.258 | info | 1qm5dyvtcxxqzt | \n
2026-04-09  13:20:10.258 | info | 1qm5dyvtcxxqzt | __init__.py         :10   2026-04-09 07:49:49,651 SoX could not be found!\n
2026-04-09  13:20:10.258 | info | 1qm5dyvtcxxqzt | /bin/sh: 1: sox: not found\n
2026-04-09  13:20:10.258 | info | 1qm5dyvtcxxqzt |  \n
2026-04-09  13:20:10.258 | info | 1qm5dyvtcxxqzt | ********\n
2026-04-09  13:20:10.258 | info | 1qm5dyvtcxxqzt | Warning: flash-attn is not installed. Will only run the manual PyTorch version. Please install flash-attn for faster inference.\n
2026-04-09  13:20:10.258 | info | 1qm5dyvtcxxqzt | ********\n
2026-04-09  13:20:10.258 | info | 1qm5dyvtcxxqzt | \n
2026-04-09  13:17:39.599 | error | 1ln7p79kx589cj | worker exited with exit code 1
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj | RuntimeError: The NVIDIA driver on your system is too old (found version 12040). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver.\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |     torch._C._cuda_init()\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |   File "/usr/local/lib/python3.12/dist-packages/torch/cuda/__init__.py", line 478, in _lazy_init\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |     _lazy_init()\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |   File "/usr/local/lib/python3.12/dist-packages/torch/cuda/__init__.py", line 555, in cudart\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |            ^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |     return torch.cuda.cudart().cudaMemGetInfo(device)\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |   File "/usr/local/lib/python3.12/dist-packages/torch/cuda/memory.py", line 842, in mem_get_info\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |     device_memory = torch_accelerator_module.mem_get_info(index)[0]\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |   File "/usr/local/lib/python3.12/dist-packages/transformers/modeling_utils.py", line 6090, in caching_allocator_warmup\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |     caching_allocator_warmup(model, expanded_device_map, hf_quantizer)\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |   File "/usr/local/lib/python3.12/dist-packages/transformers/modeling_utils.py", line 5432, in _load_pretrained_model\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |     ) = cls._load_pretrained_model(\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |   File "/usr/local/lib/python3.12/dist-packages/transformers/modeling_utils.py", line 5048, in from_pretrained\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |            ^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |     return func(*args, **kwargs)\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |   File "/usr/local/lib/python3.12/dist-packages/transformers/modeling_utils.py", line 277, in _wrapper\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |             ^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |     model = super().from_pretrained(\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |   File "/usr/local/lib/python3.12/dist-packages/qwen_tts/core/models/modeling_qwen3_tts.py", line 1876, in from_pretrained\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |     return model_class.from_pretrained(\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |   File "/usr/local/lib/python3.12/dist-packages/transformers/models/auto/auto_factory.py", line 604, in from_pretrained\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |     model = AutoModel.from_pretrained(pretrained_model_name_or_path, **kwargs)\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |   File "/usr/local/lib/python3.12/dist-packages/qwen_tts/inference/qwen3_tts_model.py", line 112, in from_pretrained\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |     _design_model = Qwen3TTSModel.from_pretrained(\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |   File "/app/model.py", line 28, in load_models\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |     load_models()\n
2026-04-09  13:17:34.717 | info | 1ln7p79kx589cj |   File "/app/handler.py", line 60, in <module>\n
2026-04-09  13:17:33.914 | info | 1ln7p79kx589cj | Traceback (most recent call last):\n
2026-04-09  13:17:33.914 | info | 1ln7p79kx589cj | configuration_qwen3_tts.py:435  2026-04-09 07:47:33,640 code_predictor_config is None. Initializing code_predictor model with default values\n
2026-04-09  13:17:33.914 | info | 1ln7p79kx589cj | configuration_qwen3_tts.py:435  2026-04-09 07:47:33,640 code_predictor_config is None. Initializing code_predictor model with default values\n
